image_id,factory_id,image_path,inspection_time,created_at
201,150,/hdfs/images/image_mBCe3b.jpg,2023-04-02 19:25:48,2023-07-24 02:09:30
204,9,/hdfs/images/image_VRJ89w.jpg,2023-09-25 15:21:18,2023-01-22 08:41:01
207,70,/hdfs/images/image_JB8OIb.jpg,2023-06-24 03:09:25,2023-05-16 19:31:59
210,122,/hdfs/images/image_3QKXET.jpg,2023-09-25 10:03:13,2023-01-15 16:16:42
213,92,/hdfs/images/image_TYCze0.jpg,2023-02-14 11:37:30,2023-12-13 11:48:14
216,21,/hdfs/images/image_ZEYyFa.jpg,2023-12-17 18:52:34,2023-03-11 00:30:09
219,50,/hdfs/images/image_sBcdSC.jpg,2023-06-08 04:37:35,2023-10-08 02:58:28
222,134,/hdfs/images/image_FIFKsQ.jpg,2023-08-13 01:15:50,2023-08-18 16:09:53
225,41,/hdfs/images/image_4WDDx4.jpg,2023-10-12 23:40:03,2023-12-25 18:14:45
228,56,/hdfs/images/image_it1gpV.jpg,2023-06-21 09:28:58,2023-09-21 13:03:04
231,93,/hdfs/images/image_di0dT2.jpg,2023-05-10 03:33:28,2023-10-24 03:53:34
234,51,/hdfs/images/image_Dnc55g.jpg,2023-08-13 23:54:51,2023-02-04 15:29:16
237,13,/hdfs/images/image_m1sCZF.jpg,2023-10-30 05:48:55,2023-03-06 04:41:45
240,56,/hdfs/images/image_jUSArg.jpg,2023-09-10 06:39:32,2023-07-03 13:17:17
243,107,/hdfs/images/image_i3Be0m.jpg,2023-02-13 18:17:51,2023-01-19 14:00:06
246,137,/hdfs/images/image_DenmMg.jpg,2023-04-30 19:36:28,2023-05-18 10:36:03
249,59,/hdfs/images/image_qCmp4W.jpg,2023-02-28 03:21:33,2023-02-11 13:39:09
252,58,/hdfs/images/image_99AOpV.jpg,2023-08-10 23:38:38,2023-07-26 15:39:44
255,19,/hdfs/images/image_6YJbqA.jpg,2023-01-01 02:15:44,2023-06-09 23:42:43
258,89,/hdfs/images/image_HBEwbm.jpg,2023-10-30 00:38:29,2023-05-08 00:13:13
261,105,/hdfs/images/image_1IrUfh.jpg,2023-09-10 04:32:56,2023-02-21 04:08:57
264,146,/hdfs/images/image_1OVASa.jpg,2023-10-23 08:32:57,2023-11-03 06:22:33
267,104,/hdfs/images/image_5fCbtN.jpg,2023-06-25 05:05:57,2023-10-15 16:31:34
270,85,/hdfs/images/image_ONbFHl.jpg,2023-01-25 13:30:18,2023-03-25 20:24:49
273,105,/hdfs/images/image_pBS5Vo.jpg,2023-01-18 18:22:10,2023-05-10 11:14:07
276,35,/hdfs/images/image_y7tNzI.jpg,2023-06-10 23:17:58,2023-05-27 17:12:04
279,11,/hdfs/images/image_LiJuSH.jpg,2023-02-18 12:38:33,2023-03-15 18:50:56
282,79,/hdfs/images/image_iWBStF.jpg,2023-05-11 12:35:52,2023-07-18 07:43:51
285,92,/hdfs/images/image_xQEzZi.jpg,2023-09-26 19:22:19,2023-01-20 16:51:56
288,145,/hdfs/images/image_EYcwxH.jpg,2023-03-28 12:08:37,2023-09-14 20:13:51
291,39,/hdfs/images/image_uQpIz3.jpg,2023-06-03 14:20:38,2023-03-27 16:04:22
294,131,/hdfs/images/image_jiN8dI.jpg,2023-06-01 04:44:38,2023-05-14 18:16:37
297,21,/hdfs/images/image_IkDOpf.jpg,2023-12-20 21:28:07,2023-08-28 18:07:00
300,38,/hdfs/images/image_NP4Rki.jpg,2023-01-22 09:36:25,2023-07-08 18:54:30
