image_id,factory_id,image_path,inspection_time,created_at
101,61,/hdfs/images/image_aRWMjc.jpg,2023-01-29 07:10:50,2023-12-01 06:46:08
104,137,/hdfs/images/image_oH6YzN.jpg,2023-01-10 02:04:20,2023-05-18 04:33:00
107,3,/hdfs/images/image_QWWOee.jpg,2023-08-20 06:53:43,2023-05-23 09:35:01
110,77,/hdfs/images/image_tF0FM2.jpg,2023-01-12 21:04:24,2023-05-05 17:48:29
113,5,/hdfs/images/image_oqk3NI.jpg,2023-09-01 15:11:12,2023-12-06 18:51:44
116,57,/hdfs/images/image_xDQ0pp.jpg,2023-02-11 00:36:18,2023-11-06 03:51:21
119,43,/hdfs/images/image_5rMDmE.jpg,2023-07-22 16:49:03,2023-10-31 04:06:22
122,11,/hdfs/images/image_UsTq59.jpg,2023-03-07 11:36:09,2023-01-02 14:35:09
125,144,/hdfs/images/image_wpIE6P.jpg,2023-03-17 17:21:02,2023-08-02 17:07:33
128,120,/hdfs/images/image_8V4upQ.jpg,2023-08-23 06:38:18,2023-03-17 06:36:22
131,83,/hdfs/images/image_0UeV4x.jpg,2023-11-02 14:01:19,2023-07-25 02:26:33
134,21,/hdfs/images/image_JTM79y.jpg,2023-12-17 15:05:13,2023-03-05 03:29:03
137,145,/hdfs/images/image_PW4GdP.jpg,2023-05-04 19:12:08,2023-07-03 02:28:57
140,20,/hdfs/images/image_uVDf6l.jpg,2023-02-01 09:05:26,2023-12-26 17:17:33
143,129,/hdfs/images/image_Vu7x9E.jpg,2023-06-25 17:58:07,2023-10-31 03:08:11
146,101,/hdfs/images/image_dcxdkw.jpg,2023-01-01 06:09:38,2023-08-06 20:10:04
149,6,/hdfs/images/image_SJ344P.jpg,2023-04-22 00:44:07,2023-07-20 06:46:01
152,128,/hdfs/images/image_Ikg8uC.jpg,2023-04-10 16:30:45,2023-02-25 19:42:01
155,101,/hdfs/images/image_dFfgl1.jpg,2023-04-23 05:08:02,2023-10-01 11:22:53
158,140,/hdfs/images/image_h7Nng2.jpg,2023-09-08 04:50:25,2023-05-05 22:33:15
161,38,/hdfs/images/image_AyWLXo.jpg,2023-05-03 12:20:57,2023-12-26 08:38:17
164,54,/hdfs/images/image_rNGUFO.jpg,2023-08-15 19:09:25,2023-03-13 15:49:04
167,135,/hdfs/images/image_3Isoll.jpg,2023-10-25 04:38:03,2023-04-25 14:58:38
170,148,/hdfs/images/image_T4o1k2.jpg,2023-09-12 23:46:43,2023-03-05 04:06:41
173,128,/hdfs/images/image_B6BbzJ.jpg,2023-01-23 11:09:10,2023-06-12 10:47:07
176,13,/hdfs/images/image_tPYCkG.jpg,2023-05-30 22:30:09,2023-05-18 12:00:00
179,38,/hdfs/images/image_3HKZsF.jpg,2023-09-13 17:28:57,2023-11-22 07:01:23
182,95,/hdfs/images/image_9nduAx.jpg,2023-08-16 01:21:33,2023-02-06 10:16:21
185,29,/hdfs/images/image_XAZY22.jpg,2023-10-29 20:24:44,2023-11-11 14:05:22
188,131,/hdfs/images/image_xtEgzq.jpg,2023-05-08 06:58:34,2023-09-27 11:30:41
191,83,/hdfs/images/image_w4SoNu.jpg,2023-12-15 07:20:00,2023-06-22 20:36:54
194,51,/hdfs/images/image_PnEw8K.jpg,2023-12-15 07:19:38,2023-11-21 19:44:13
197,88,/hdfs/images/image_M2bb1t.jpg,2023-02-01 18:59:10,2023-08-06 03:59:34
200,67,/hdfs/images/image_iTnRy8.jpg,2023-07-17 03:58:23,2023-10-06 21:57:51
203,49,/hdfs/images/image_LsfDiL.jpg,2023-07-17 00:38:41,2023-09-13 14:39:16
206,104,/hdfs/images/image_zQN48P.jpg,2023-12-05 23:00:47,2023-09-04 22:02:14
209,35,/hdfs/images/image_3wusP1.jpg,2023-02-13 17:32:47,2023-05-31 05:11:54
212,31,/hdfs/images/image_fbZ18q.jpg,2023-01-06 05:02:36,2023-03-07 20:09:58
215,101,/hdfs/images/image_NCzUKg.jpg,2023-11-12 09:45:38,2023-10-12 14:14:19
218,147,/hdfs/images/image_fOKqNr.jpg,2023-06-26 08:15:28,2023-03-15 23:12:42
221,21,/hdfs/images/image_iZQtbk.jpg,2023-03-01 10:41:04,2023-11-27 02:38:56
224,56,/hdfs/images/image_FHT8uH.jpg,2023-12-28 15:04:16,2023-01-24 10:46:14
227,2,/hdfs/images/image_9ZZLuL.jpg,2023-02-25 13:44:05,2023-12-18 01:14:02
230,135,/hdfs/images/image_BqawZo.jpg,2023-05-15 06:19:10,2023-10-19 08:07:08
233,22,/hdfs/images/image_5KLQ7j.jpg,2023-01-08 13:18:36,2023-06-22 13:07:47
236,21,/hdfs/images/image_OYp3P2.jpg,2023-06-04 11:16:51,2023-07-23 21:36:34
239,34,/hdfs/images/image_Bh3eCY.jpg,2023-12-08 20:37:32,2023-06-07 00:19:31
242,84,/hdfs/images/image_M5ifI4.jpg,2023-02-17 10:58:02,2023-01-16 20:08:03
245,126,/hdfs/images/image_gk89j4.jpg,2023-03-11 03:44:27,2023-11-15 23:20:31
248,39,/hdfs/images/image_RAxu3a.jpg,2023-03-28 16:53:08,2023-01-11 13:11:28
251,89,/hdfs/images/image_jNWKaq.jpg,2023-02-19 19:06:41,2023-12-24 01:53:51
254,123,/hdfs/images/image_nHaR89.jpg,2023-05-01 22:04:24,2023-06-01 08:20:48
257,57,/hdfs/images/image_0lMlJl.jpg,2023-11-16 10:04:34,2023-01-02 23:24:24
260,62,/hdfs/images/image_5OaG3V.jpg,2023-02-18 11:39:51,2023-01-08 05:11:11
263,84,/hdfs/images/image_M8iHnJ.jpg,2023-12-14 12:14:47,2023-02-08 18:25:27
266,144,/hdfs/images/image_mUylpK.jpg,2023-05-04 21:59:45,2023-05-29 20:04:37
269,108,/hdfs/images/image_PmuZek.jpg,2023-08-21 01:06:36,2023-10-14 20:01:41
272,57,/hdfs/images/image_duMVec.jpg,2023-11-10 18:52:30,2023-02-10 09:34:07
275,36,/hdfs/images/image_3cBxRf.jpg,2023-04-24 10:56:20,2023-04-05 23:00:25
278,81,/hdfs/images/image_huxyHC.jpg,2023-02-24 20:33:59,2023-10-19 13:04:22
281,63,/hdfs/images/image_ajVhsH.jpg,2023-03-05 13:03:19,2023-03-19 20:33:05
284,131,/hdfs/images/image_H1ma4W.jpg,2023-03-08 15:38:32,2023-09-26 04:09:10
287,128,/hdfs/images/image_dFWDEO.jpg,2023-10-11 10:19:10,2023-08-30 13:20:53
290,42,/hdfs/images/image_LrtiNn.jpg,2023-01-14 22:50:17,2023-05-24 05:02:28
293,145,/hdfs/images/image_5LFDG9.jpg,2023-09-01 01:55:03,2023-08-15 22:59:57
296,106,/hdfs/images/image_FfMIfW.jpg,2023-12-26 19:03:28,2023-08-31 07:08:12
299,15,/hdfs/images/image_K108LC.jpg,2023-04-14 10:25:47,2023-03-13 22:25:29
